,name,multiverse_id,color_identity,text,flavor,power
16543,Rhystic Study,338457.0,['U'],"Whenever an opponent casts a spell, you may draw a card unless that player pays {1}.",Friends teach what you want to know. Enemies teach what you *need* to know.,
16594,Riddlekeeper,446784.0,['U'],"Whenever a creature attacks you or a planeswalker you control, that creature's controller mills two cards.",Fools surrender their sanity to his riddles. Even greater fools try to solve them.,1
16595,Slipstream Eel,446785.0,['U'],"Slipstream Eel can't attack unless defending player controls an Island.
Cycling {1}{U} ({1}{U}, Discard this card: Draw a card.)","""It's a fine way to travel, if you don't mind the smell.""",6
16605,Buried Alive,446795.0,['B'],"Search your library for up to three creature cards, put them into your graveyard, then shuffle.",The scrape of shovels and the tumble of cold dirt soon muffled their pleas.,
16626,Syphon Flesh,446815.0,['B'],Each other player sacrifices a creature. You create a 2/2 black Zombie creature token for each creature sacrificed this way.,Necromancers deal in commodities far more precious than gold and grain.,
16680,Brawn,446869.0,['G'],"Trample
As long as Brawn is in your graveyard and you control a Forest, creatures you control have trample.","""'I have arrived,' bellowed Brawn, and the plane shuddered.""
—*Scroll of Beginnings*",3
16865,Bathe in Light,430225.0,['W'],Radiance — Choose a color. Target creature and each other creature that shares a color with it gain protection from the chosen color until end of turn.,"""Truth shines even in darkness. Those who march on the side of truth walk always in righteous light.""",
16880,Righteous Cause,430240.0,['W'],"Whenever a creature attacks, you gain 1 life.","""Until the world unites in vengeful fury and Phage is destroyed, I will not stay my hand.""
—Akroma, angelic avenger",
16882,Shattered Angel,430242.0,['W'],"Flying
Whenever a land enters the battlefield under an opponent's control, you may gain 3 life.",She preaches the blessings of the Machine Orthodoxy.,3
16914,Dread Cacodemon,430274.0,['B'],"When Dread Cacodemon enters the battlefield, if you cast it from your hand, destroy all creatures your opponents control, then tap all other creatures you control.",Those who hear its roar perish. The lucky ones only feel its fetid breath.,8
16922,Razorjaw Oni,430282.0,['B'],Black creatures can't block.,"It gnashed its teeth, and the battlefield filled with the screech of blade striking blade.",4
16937,Cleansing Beam,430297.0,['R'],Radiance — Cleansing Beam deals 2 damage to target creature and each other creature that shares a color with it.,"""Justice is toothless without punishment. Righteousness cannot succeed without the suffering of the guilty.""
—Razia, Boros archangel",
16939,Death by Dragons,430299.0,['R'],Each player other than target player creates a 5/5 red Dragon creature token with flying.,"Suddenly, Eldo felt very alone.",
16944,Oni of Wild Places,430304.0,['R'],"Haste
At the beginning of your upkeep, return a red creature you control to its owner's hand.","The oni leapt easily from peak to peak, toying with its victims, its voice a purr from the rumbling depths of nightmare.",6
16946,Stranglehold,430306.0,['R'],"Your opponents can't search libraries.
If an opponent would begin an extra turn, that player skips that turn instead.",The correct answer to a barbarian's riddle is to choke on your cleverness and die.,
16947,Sulfurous Blast,430307.0,['R'],"Sulfurous Blast deals 2 damage to each creature and each player. If you cast this spell during your main phase, Sulfurous Blast deals 3 damage to each creature and each player instead.",The Keldons used the toxic vents in the cracked earth to bolster their home's defenses.,
16948,Vow of Lightning,430308.0,['R'],"Enchant creature
Enchanted creature gets +2/+2, has first strike, and can't attack you or planeswalkers you control.","""Ruhan would never agree to such terms.""
—Ruhan of the Fomori",
17439,Celestial Force,228257.0,['W'],"At the beginning of each upkeep, you gain 3 life.","""Wishing upon only one star seems like a failure of imagination.""
—Vish Kal, Blood Arbiter",7
17442,False Prophet,247523.0,['W'],"When False Prophet dies, exile all creatures.","""You lived for Serra's love. Will you not die for it?""",2
17448,Martyr's Bond,236481.0,['W'],"Whenever Martyr's Bond or another nonland permanent you control is put into a graveyard from the battlefield, each opponent sacrifices a permanent that shares a card type with it.","""Our lives are connected by divine law. The truth of this will be made evident in time.""
—Zedruu the Greathearted",
17449,Monk Realist,247530.0,['W'],"When Monk Realist enters the battlefield, destroy target enchantment.","""We plant the seeds of doubt to harvest the crop of wisdom.""",1
17462,Spurnmage Advocate,247291.0,['W'],{T}: Return two target cards from an opponent's graveyard to their hand. Destroy target attacking creature.,"""Our unity humbles our foes.""",1
17477,Gomazoa,247546.0,['U'],"Defender, flying
{T}: Put Gomazoa and each creature it's blocking on top of their owners' libraries, then those players shuffle.","To explorers, ""point man"" is a polite way of saying ""gomazoa fodder.""",0
17482,Murmurs from Beyond,247410.0,['U'],Reveal the top three cards of your library. An opponent chooses one of them. Put that card into your graveyard and the rest into your hand.,"Like pools of fog that hid treacherous rocks from sailors' eyes, so too were the hands of the kami.",
17483,Perilous Research,247183.0,['U'],"Draw two cards, then sacrifice a permanent.","When the School of the Unseen fell, so many magical treasures lay abandoned that no amount of death could deter the stream of thieves and desperate scholars.",
17487,Repulse,247187.0,['U'],"Return target creature to its owner's hand.
Draw a card.","""You aren't invited.""",
17495,Vedalken Plotter,247288.0,['U'],"When Vedalken Plotter enters the battlefield, exchange control of target land you control and target land an opponent controls.","""Fair? At what point in our negotiations did you convince yourself my goal was to be fair?""",1
17501,Attrition,247522.0,['B'],"{B}, Sacrifice a creature: Destroy target nonblack creature.","""I will trade life for life with the insurgents. Our resources, unlike theirs, are limitless.""
—Davvol, Evincar of Rath",
17507,Doom Blade,247322.0,['B'],Destroy target nonblack creature.,The void is without substance but cuts like steel.,
17513,Footbottom Feast,247300.0,['B'],"Put any number of target creature cards from your graveyard on top of your library.
Draw a card.","The scent of rot and vinegar fills the marsh, inviting boggarts from every warren to reunite and feast.",
17537,Vow of Malice,238145.0,['B'],"Enchant creature
Enchanted creature gets +2/+2, has intimidate, and can't attack you or planeswalkers you control. (A creature with intimidate can't be blocked except by artifact creatures and/or creatures that share a color with it.)","""I grant you blades—on the condition that they are not pointed at me.""
—Damia, Sage of Stone",
17555,Goblin Cadets,247529.0,['R'],"Whenever Goblin Cadets blocks or becomes blocked, target opponent gains control of it. (This removes Goblin Cadets from combat.)","""If you kids don't stop that racket, I'm turning this expedition around *right now!*""",2
17556,Insurrection,247347.0,['R'],Untap all creatures and gain control of them until end of turn. They gain haste until end of turn.,"""Maybe they wanted to be on the winning side for once.""
—Matoc, lavamancer",
17564,Ruination,247414.0,['R'],Destroy all nonbasic lands.,"""We have built a wall upon sand. The wall will vanish. The sand will remain.""
—Oracle *en*-Vec",
17574,Bestial Menace,247535.0,['G'],"Create a 1/1 green Snake creature token, a 2/2 green Wolf creature token, and a 3/3 green Elephant creature token.","""My battle cry reaches ears far keener than yours.""
—Saidah, Joraga hunter",
17586,Fists of Ironwood,247378.0,['G'],"Enchant creature
When Fists of Ironwood enters the battlefield, create two 1/1 green Saproling creature tokens.
Enchanted creature has trample.","Saprolings add the three and the four to the ""one-two punch.""",
17596,Magus of the Vineyard,247273.0,['G'],"At the beginning of each player's precombat main phase, that player adds {G}{G}.","Battered and beaten by years of salt and claw, he never ceased to walk, and to seed. Only now, in this time of rebirth, do his seeds take root.",1
17601,Spawnwrithe,259016.0,['G'],"Trample
Whenever Spawnwrithe deals combat damage to a player, create a token that's a copy of Spawnwrithe.","Its victims feel only an itchy, wriggling feeling just under their skin. By then, it's far too late.",2
17603,Squallmonger,247333.0,['G'],{2}: Squallmonger deals 1 damage to each creature with flying and each player. Any player may activate this ability.,"""Squall, gale, hurricane—it's all a matter of size . . . and price.""",3
17604,Symbiotic Wurm,247354.0,['G'],"When Symbiotic Wurm dies, create seven 1/1 green Insect creature tokens.","The insects keep the wurm's hide free from parasites. In return, the wurm doesn't eat the insects.",7
17759,"Ardenn, Intrepid Archaeologist",497530.0,['W'],"At the beginning of combat on your turn, you may attach any number of Auras and Equipment you control to target permanent or player.
Partner (You can have two commanders if both have partner.)","""With the right tools, even the sky is within reach.""",2
17764,Captain's Call,497535.0,['W'],Create three 1/1 white Soldier creature tokens.,"""Who among you has the courage to face certain death? Who will heed my call?""
—Rayel Vanger, Firstblade of Thune",
17765,Court of Grace,497536.0,['W'],"When Court of Grace enters the battlefield, you become the monarch.
At the beginning of your upkeep, create a 1/1 white Spirit creature token with flying. If you're the monarch, create a 4/4 white Angel creature token with flying instead.",A righteous sovereign makes for a blessed realm.,
