,name,multiverse_id,colors,color_identity,supertypes,text,flavor,number,power,toughness,loyalty
18812,Plagued Rusalka,382327.0,['B'],['B'],,"{B}, Sacrifice a creature: Target creature gets -1/-1 until end of turn.","""Look at her, once filled with innocence. Death has a way of wringing away such . . . deficiencies.""
—Savra",121,1,1,
18815,Skeletal Scrying,382364.0,['B'],['B'],,"As an additional cost to cast this spell, exile X cards from your graveyard.
You draw X cards and you lose X life.",His family was a small price to pay for the dark gifts that called to him.,124,,,
18816,Smallpox,382367.0,['B'],['B'],,"Each player loses 1 life, discards a card, sacrifices a creature, then sacrifices a land.","Take away a few things, and a rebellion may ensue. Take away everything, and the oppression will be accepted as fate.",125,,,
18818,Syphon Soul,382381.0,['B'],['B'],,Syphon Soul deals 2 damage to each other player. You gain life equal to the damage dealt this way.,"As Phage drank their energy, a vague memory of Jeska stirred. Then she lost herself again in the joy of her victims' suffering.",127,,,
18821,Typhoid Rats,382390.0,['B'],['B'],,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.),Kidnappers caught in Havengul are given two choices: languish in prison or become rat catchers. The smart ones go to prison.,130,1,1,
18825,Wakedancer,382403.0,['B'],['B'],,"Morbid — When Wakedancer enters the battlefield, if a creature died this turn, create a 2/2 black Zombie creature token.","Hers is an ancient form of necromancy, steeped in shamanic trance and ritual that few skaberen or ghoulcallers comprehend.",134,2,2,
18826,Zombie Goliath,382414.0,['B'],['B'],,,"""Removing the encumbrance of useless brain tissue grants several advantages: a slight increase in mobility, a response of revulsion and horror from the enemy, and, in the case of large specimens, room for passengers.""
—Zul Ashur, lich lord",135,4,3,
18827,Barbed Shocker,382217.0,['R'],['R'],,"Trample, haste
Whenever Barbed Shocker deals damage to a player, that player discards all the cards in their hand, then draws that many cards.",Fervid shamans willingly submit to shockers in hopes of glimpsing the fortunes of the future.,136,2,2,
18833,Flaring Flame-Kin,382270.0,['R'],['R'],,"As long as Flaring Flame-Kin is enchanted, it gets +2/+2, has trample, and has ""{R}: Flaring Flame-Kin gets +1/+0 until end of turn.""","A flame-kin is always formidable, but feeding its fire with a sorcerous gift grants it the power to devastate armies.",142,2,2,
18834,Flowstone Blade,382271.0,['R'],['R'],,"Enchant creature
{R}: Enchanted creature gets +1/-1 until end of turn.","""Remember the fable of the elf who came upon a cave of gold. In trying to free the largest piece, she was crushed by its weight.""
—Karn",143,,,
18836,Heckling Fiends,382283.0,['R'],['R'],,{2}{R}: Target creature attacks this turn if able.,"Their language may be a cacophonous agglomeration of chittering snorts and mad barking, but the message they send is all too clear.",145,2,2,
18837,Lizard Warrior,382297.0,['R'],['R'],,,Don't let its appearance frighten you. Let its claws and teeth do that.,146,4,2,
18839,Orcish Cannonade,382319.0,['R'],['R'],,"Orcish Cannonade deals 2 damage to any target and 3 damage to you.
Draw a card.","""Crispy! Scarback! Load another volcano-ball.""
—Stumphobbler Thuj, orcish captain",148,,,
18840,Pitchburn Devils,382326.0,['R'],['R'],,"When Pitchburn Devils dies, it deals 3 damage to any target.","The ingenuity of goblins, the depravity of demons, and the smarts of sheep.",149,3,3,
18841,Power of Fire,382331.0,['R'],['R'],,"Enchant creature
Enchanted creature has ""{T}: This creature deals 1 damage to any target.""",The cinders believe their flame was stolen by one they call the Extinguisher. All who now wield fire draw their desperate wrath.,150,,,
18844,Torch Fiend,382383.0,['R'],['R'],,"{R}, Sacrifice Torch Fiend: Destroy target artifact.",Devils redecorate every room with fire.,153,2,1,
18847,Vent Sentinel,382399.0,['R'],['R'],,"Defender
{1}{R}, {T}: Vent Sentinel deals damage to target player or planeswalker equal to the number of creatures you control with defender.","""Zendikar fortifies itself against the Great Threat, making sentries of sky, sea, and stone.""
—*The War Diaries*",156,2,4,
18853,Elephant Guide,382258.0,['G'],['G'],,"Enchant creature
Enchanted creature gets +3/+3.
When enchanted creature dies, create a 3/3 green Elephant creature token.",Nature's strength outlives the strong.,162,,,
18859,Hunger of the Howlpack,382285.0,['G'],['G'],,"Put a +1/+1 counter on target creature.
Morbid — Put three +1/+1 counters on that creature instead if a creature died this turn.","""Werewolves are an unholy mix of a predator's instinct and a human's hatred.""
—Alena, trapper of Kessig",168,,,
18862,Nature's Claim,382316.0,['G'],['G'],,Destroy target artifact or enchantment. Its controller gains 4 life.,"""The timeless, tireless jaws of nature shall one day devour us all.""
—Sildark, artificer of Omu",171,,,
18863,Pelakka Wurm,382322.0,['G'],['G'],,"Trample
When Pelakka Wurm enters the battlefield, you gain 7 life.
When Pelakka Wurm dies, draw a card.",It eats what it wants to eat—which is anything that moves.,172,7,7,
18865,Provoke,382336.0,['G'],['G'],,"Untap target creature you don't control. That creature blocks this turn if able.
Draw a card.","""Never start a fight you can't finish.""
—Padril, council guardian",174,,,
18867,Respite,382346.0,['G'],['G'],,Prevent all combat damage that would be dealt this turn. You gain 1 life for each attacking creature.,"""If they board us we're finished,"" warned Orim. Crovax nodded. ""And if they don't . . . what then?""",176,,,
18870,Sporecap Spider,382373.0,['G'],['G'],,Reach,"""They don't move much, but then again, if you get caught in its web, it has all the time in the world to get to you.""
—Saidah, Joraga hunter",179,1,5,
18871,Squirrel Nest,382374.0,['G'],['G'],,"Enchant land
Enchanted land has ""{T}: Create a 1/1 green Squirrel creature token.""","In the treetops, unseen by many, lurks chittering, skittering death.",180,,,
18874,Wrap in Vigor,382413.0,['G'],['G'],,Regenerate each creature you control.,Some nature mages unknowingly took advantage of the temporal energies still swirling on Dominaria. What they mistook for healing magic was in fact the manipulation of time.,183,,,
18903,Asha's Favor,150826.0,['W'],['W'],,"Enchant creature
Enchanted creature has flying, first strike, and vigilance.","As his new wings lifted him high above Bant, Taric felt his earthly aspirations transform into heavenly resolve.",2,,,
18904,Aven Squire,184992.0,['W'],['W'],,"Flying
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)","When the meek charge into battle, courage becomes infectious.",3,1,1,
18905,Aven Trailblazer,180278.0,['W'],['W'],,"Flying
Domain — Aven Trailblazer's toughness is equal to the number of basic land types among lands you control.","""The bird wore the form of a man, bereft of filigree. Why do the Texts not speak of it?""
—Belator of Esper",4,2,*,
18906,Celestial Purge,183055.0,['W'],['W'],,Exile target black or red permanent.,"""This new chaos confounds us. We must fling it into our winds, our storms. These we can control.""
—Bezzit Plar, Esper stormcaller",5,,,
18907,Court Homunculus,182607.0,['W'],['W'],,Court Homunculus gets +1/+1 as long as you control another artifact.,Mages of Esper measure their wealth and status by the number of servants in their retinues.,6,1,1,
18910,Lapse of Certainty,175026.0,['W'],['W'],,"Counter target spell. If that spell is countered this way, put it on top of its owner's library instead of into that player's graveyard.","Without a connection of mind and body, magic is just an idea stuck in the head, a word on the tip of a tongue.",9,,,
18911,Mark of Asylum,186615.0,['W'],['W'],,Prevent all noncombat damage that would be dealt to creatures you control.,"A paragon of honor, Galo Aher fell to a blast of fire. The Order of the White Orchid was so saddened that they forged a new sigil in his likeness.",10,,,
18913,Mirror-Sigil Sergeant,158598.0,['W'],['W'],,"Trample
At the beginning of your upkeep, if you control a blue permanent, you may create a token that's a copy of Mirror-Sigil Sergeant.","""If I had many lives, I would give them all for Bant.""",12,4,4,
18917,Rhox Meditant,159634.0,['W'],['W'],,"When Rhox Meditant enters the battlefield, if you control a green permanent, draw a card.",The weight of her conviction balances on the harmony of her soul.,16,2,4,
18918,Scepter of Dominance,174792.0,['W'],['W'],,"{W}, {T}: Tap target permanent.","""Whether or not you will bow to me is not open to debate. The question is, will I ever let you rise?""
—Fridius, telemin master",17,,,
18920,Valiant Guard,184984.0,['W'],['W'],,,"As the outsiders invaded Bant, soldiers who once saw sigils as the highest marks of glory began to see the scars of battle as tokens of equal worth.",19,0,3,
18923,Constricting Tendrils,180272.0,['U'],['U'],,"Target creature gets -3/-0 until end of turn.
Cycling {2} ({2}, Discard this card: Draw a card.)",Priests of Bant protect their temples with traps more elaborate than any mosaic floor.,22,,,
18924,Controlled Instincts,183053.0,['U'],['U'],,"Enchant red or green creature
Enchanted creature doesn't untap during its controller's untap step.","Togk Manytooth struggled helplessly as the kathari circled above him. For a warrior, immobilization is a fate worse than death.",23,,,
18925,Cumber Stone,180322.0,['U'],['U'],,Creatures your opponents control get -1/-0.,"""The stone is more potent than ever. The flesh that creeps into our land will become even more slovenly and weak.""
—Niclavs, archmage of Esper",24,,,
18929,Frontline Sage,184993.0,['U'],['U'],,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
{U}, {T}: Draw a card, then discard a card.",The battle was won in the commander's head before the first weapon was drawn.,28,0,1,
18934,Scepter of Insight,184989.0,['U'],['U'],,"{3}{U}, {T}: Draw a card.","""The road to truth has many branches, and so must the cane with which I walk it.""
—Voln the Elder",33,,,
18939,View from Above,183058.0,['U'],['U'],,"Target creature gains flying until end of turn. If you control a white permanent, return View from Above to its owner's hand.","""This air feels so heavy and thick. There are no winds to speak of. I fear the knowledge that comes from a place like this.""",38,,,
18940,Worldly Counsel,142298.0,['U'],['U'],,"Domain — Look at the top X cards of your library, where X is the number of basic land types among lands you control. Put one of those cards into your hand and the rest on the bottom of your library in any order.",Every horizon hides a new possibility.,39,,,
18942,Corrupted Roots,183054.0,['B'],['B'],,"Enchant Forest or Plains
Whenever enchanted land becomes tapped, its controller loses 2 life.","The bones of Jund's dead resurfaced in Naya, poisoning the jungle and killing the sunseeders' crops.",41,,,
18943,Drag Down,179239.0,['B'],['B'],,Domain — Target creature gets -1/-1 until end of turn for each basic land type among lands you control.,"The barbarians of Jund believe the bottomless tar pits extend forever into other, darker worlds.",42,,,
18949,Kederekt Parasite,189080.0,['B'],['B'],,"Whenever an opponent draws a card, if you control a red permanent, you may have Kederekt Parasite deal 1 damage to that player.","When the smell of passing thoughts piques its hunger, its maw becomes primed with acid and a taste for brains.",48,1,1,
